"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from daily flask and in situ (continuous) data. "
" South Pole                                                                                "
"  In situ data is sporadically used only during a limited time period from 1960 to 1963"
"  Outside this period, the record is entirely flask-based"
"                                                                                           "
" Source: R. F. Keeling and S. J. Walker                                                    "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling AT ucsd.edu) and         "
" Dr. Stephen Walker (sjwalker AT ucsd.edu), Scripps CO2 Program.                           "
"                                                                                           "
" Flask data from archive dated 17-May-2022 14:09:39                                        "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2012 SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are reported on the Scripps '12' Calibration scale                     "
1976, 06,   27926, 1976.4563,   330.00,   330.22,     330.32,   330.55,     330.00,   330.22
1976, 07,   27956, 1976.5383,   330.48,   330.41,     330.71,   330.64,     330.48,   330.41
1976, 08,   27987, 1976.6230,   331.02,   330.64,     331.13,   330.75,     331.02,   330.64
1976, 09,   28018, 1976.7077,   331.39,   330.86,     331.40,   330.86,     331.39,   330.86
1976, 10,   28048, 1976.7896,   331.71,   331.21,     331.47,   330.97,     331.71,   331.21
1976, 11,   28079, 1976.8743,   331.76,   331.42,     331.43,   331.09,     331.76,   331.42
1976, 12,   28109, 1976.9563,   331.44,   331.29,     331.35,   331.20,     331.44,   331.29
1977, 01,   28140, 1977.0411,   331.24,   331.33,     331.24,   331.32,     331.24,   331.33
1977, 02,   28171, 1977.1260,   331.01,   331.36,     331.09,   331.45,     331.01,   331.36
1977, 03,   28199, 1977.2027,   330.86,   331.36,     331.06,   331.56,     330.86,   331.36
1977, 04,   28230, 1977.2877,   331.33,   331.80,     331.23,   331.70,     331.33,   331.80
1977, 05,   28260, 1977.3699,   331.42,   331.79,     331.45,   331.83,     331.42,   331.79
1977, 06,   28291, 1977.4548,   331.63,   331.86,     331.74,   331.97,     331.63,   331.86
1977, 07,   28321, 1977.5370,   332.07,   332.01,     332.17,   332.11,     332.07,   332.01
1977, 08,   28352, 1977.6219,   332.46,   332.08,     332.64,   332.26,     332.46,   332.08
1977, 09,   28383, 1977.7068,   332.87,   332.33,     332.95,   332.41,     332.87,   332.33
1977, 10,   28413, 1977.7890,   333.09,   332.59,     333.06,   332.56,     333.09,   332.59
1977, 11,   28444, 1977.8740,   333.31,   332.97,     333.05,   332.71,     333.31,   332.97
1977, 12,   28474, 1977.9562,   333.20,   333.05,     333.00,   332.85,     333.20,   333.05
1978, 01,   28505, 1978.0411,   332.85,   332.93,     332.91,   332.99,     332.85,   332.93
1978, 02,   28536, 1978.1260,   332.69,   333.04,     332.77,   333.13,     332.69,   333.04
1978, 03,   28564, 1978.2027,   332.86,   333.36,     332.75,   333.25,     332.86,   333.36
1978, 04,   28595, 1978.2877,   332.99,   333.46,     332.91,   333.38,     332.99,   333.46
1978, 05,   28625, 1978.3699,      NaN,      NaN,     333.13,   333.51,     333.13,   333.51
1978, 06,   28656, 1978.4548,   333.39,   333.61,     333.40,   333.63,     333.39,   333.61
1978, 07,   28686, 1978.5370,   333.85,   333.79,     333.80,   333.74,     333.85,   333.79
1978, 08,   28717, 1978.6219,   334.30,   333.92,     334.23,   333.85,     334.30,   333.92
1978, 09,   28748, 1978.7068,   334.75,   334.21,     334.50,   333.96,     334.75,   334.21
1978, 10,   28778, 1978.7890,   334.85,   334.34,     334.56,   334.06,     334.85,   334.34
1978, 11,   28809, 1978.8740,   334.60,   334.26,     334.51,   334.16,     334.60,   334.26
1978, 12,   28839, 1978.9562,   334.30,   334.15,     334.41,   334.26,     334.30,   334.15
1979, 01,   28870, 1979.0411,   334.03,   334.12,     334.28,   334.37,     334.03,   334.12
1979, 02,   28901, 1979.1260,   334.05,   334.41,     334.12,   334.48,     334.05,   334.41
1979, 03,   28929, 1979.2027,   333.83,   334.33,     334.08,   334.59,     333.83,   334.33
1979, 04,   28960, 1979.2877,   334.19,   334.66,     334.24,   334.71,     334.19,   334.66
1979, 05,   28990, 1979.3699,   334.34,   334.72,     334.47,   334.84,     334.34,   334.72
1979, 06,   29021, 1979.4548,   334.54,   334.77,     334.76,   334.99,     334.54,   334.77
1979, 07,   29051, 1979.5370,   335.17,   335.11,     335.19,   335.13,     335.17,   335.11
1979, 08,   29082, 1979.6219,   335.73,   335.35,     335.67,   335.29,     335.73,   335.35
1979, 09,   29113, 1979.7068,   335.88,   335.34,     335.99,   335.45,     335.88,   335.34
1979, 10,   29143, 1979.7890,   336.01,   335.51,     336.12,   335.61,     336.01,   335.51
1979, 11,   29174, 1979.8740,   336.39,   336.04,     336.13,   335.78,     336.39,   336.04
1979, 12,   29204, 1979.9562,   336.06,   335.90,     336.10,   335.95,     336.06,   335.90
1980, 01,   29235, 1980.0410,   336.08,   336.17,     336.03,   336.12,     336.08,   336.17
1980, 02,   29266, 1980.1257,   335.76,   336.12,     335.93,   336.29,     335.76,   336.12
1980, 03,   29295, 1980.2049,      NaN,      NaN,     335.94,   336.44,     335.94,   336.44
1980, 04,   29326, 1980.2896,   336.12,   336.59,     336.14,   336.61,     336.12,   336.59
1980, 05,   29356, 1980.3716,   336.23,   336.61,     336.39,   336.76,     336.23,   336.61
1980, 06,   29387, 1980.4563,   336.93,   337.15,     336.70,   336.92,     336.93,   337.15
1980, 07,   29417, 1980.5383,   337.47,   337.41,     337.13,   337.06,     337.47,   337.41
1980, 08,   29448, 1980.6230,   337.57,   337.18,     337.59,   337.20,     337.57,   337.18
1980, 09,   29479, 1980.7077,   337.88,   337.33,     337.88,   337.34,     337.88,   337.33
1980, 10,   29509, 1980.7896,   337.89,   337.39,     337.97,   337.46,     337.89,   337.39
1980, 11,   29540, 1980.8743,   337.98,   337.63,     337.93,   337.58,     337.98,   337.63
1980, 12,   29570, 1980.9563,   338.06,   337.91,     337.84,   337.69,     338.06,   337.91
1981, 01,   29601, 1981.0411,   337.79,   337.88,     337.71,   337.80,     337.79,   337.88
1981, 02,   29632, 1981.1260,   337.50,   337.86,     337.54,   337.90,     337.50,   337.86
1981, 03,   29660, 1981.2027,   337.47,   337.97,     337.48,   337.98,     337.47,   337.97
1981, 04,   29691, 1981.2877,   337.55,   338.02,     337.60,   338.08,     337.55,   338.02
1981, 05,   29721, 1981.3699,   337.68,   338.06,     337.78,   338.16,     337.68,   338.06
1981, 06,   29752, 1981.4548,   338.19,   338.42,     338.02,   338.25,     338.19,   338.42
1981, 07,   29782, 1981.5370,   338.41,   338.35,     338.39,   338.33,     338.41,   338.35
1981, 08,   29813, 1981.6219,   338.79,   338.40,     338.80,   338.41,     338.79,   338.40
1981, 09,   29844, 1981.7068,   338.82,   338.28,     339.04,   338.50,     338.82,   338.28
1981, 10,   29874, 1981.7890,   339.15,   338.64,     339.09,   338.58,     339.15,   338.64
1981, 11,   29905, 1981.8740,   338.89,   338.54,     339.02,   338.67,     338.89,   338.54
1981, 12,   29935, 1981.9562,   338.92,   338.77,     338.91,   338.76,     338.92,   338.77
1982, 01,   29966, 1982.0411,      NaN,      NaN,     338.76,   338.85,     338.76,   338.85
1982, 02,   29997, 1982.1260,   338.63,   338.99,     338.59,   338.95,     338.63,   338.99
1982, 03,   30025, 1982.2027,   338.40,   338.90,     338.53,   339.04,     338.40,   338.90
1982, 04,   30056, 1982.2877,   338.72,   339.19,     338.67,   339.14,     338.72,   339.19
1982, 05,   30086, 1982.3699,   339.00,   339.38,     338.87,   339.25,     339.00,   339.38
1982, 06,   30117, 1982.4548,   339.24,   339.46,     339.13,   339.35,     339.24,   339.46
1982, 07,   30147, 1982.5370,   339.37,   339.31,     339.52,   339.46,     339.37,   339.31
1982, 08,   30178, 1982.6219,   340.14,   339.76,     339.97,   339.58,     340.14,   339.76
1982, 09,   30209, 1982.7068,   340.32,   339.78,     340.25,   339.70,     340.32,   339.78
1982, 10,   30239, 1982.7890,   340.35,   339.85,     340.33,   339.83,     340.35,   339.85
1982, 11,   30270, 1982.8740,   340.08,   339.73,     340.31,   339.96,     340.08,   339.73
1982, 12,   30300, 1982.9562,   339.98,   339.82,     340.26,   340.10,     339.98,   339.82
1983, 01,   30331, 1983.0411,   339.88,   339.96,     340.17,   340.25,     339.88,   339.96
1983, 02,   30362, 1983.1260,   339.83,   340.19,     340.05,   340.42,     339.83,   340.19
1983, 03,   30390, 1983.2027,   339.81,   340.32,     340.06,   340.57,     339.81,   340.32
1983, 04,   30421, 1983.2877,   340.29,   340.77,     340.26,   340.74,     340.29,   340.77
1983, 05,   30451, 1983.3699,   340.59,   340.97,     340.52,   340.90,     340.59,   340.97
1983, 06,   30482, 1983.4548,   340.99,   341.22,     340.84,   341.07,     340.99,   341.22
1983, 07,   30512, 1983.5370,   341.39,   341.33,     341.29,   341.23,     341.39,   341.33
1983, 08,   30543, 1983.6219,   341.86,   341.47,     341.77,   341.38,     341.86,   341.47
1983, 09,   30574, 1983.7068,   342.30,   341.75,     342.07,   341.53,     342.30,   341.75
1983, 10,   30604, 1983.7890,   342.25,   341.74,     342.17,   341.66,     342.25,   341.74
1983, 11,   30635, 1983.8740,   342.51,   342.16,     342.14,   341.79,     342.51,   342.16
1983, 12,   30665, 1983.9562,   342.32,   342.17,     342.06,   341.90,     342.32,   342.17
1984, 01,   30696, 1984.0410,   342.03,   342.11,     341.92,   342.01,     342.03,   342.11
1984, 02,   30727, 1984.1257,      NaN,      NaN,     341.75,   342.11,     341.75,   342.11
1984, 03,   30756, 1984.2049,   341.62,   342.13,     341.69,   342.19,     341.62,   342.13
1984, 04,   30787, 1984.2896,   341.74,   342.22,     341.81,   342.28,     341.74,   342.22
1984, 05,   30817, 1984.3716,   341.77,   342.14,     341.99,   342.36,     341.77,   342.14
1984, 06,   30848, 1984.4563,   341.93,   342.15,     342.22,   342.45,     341.93,   342.15
1984, 07,   30878, 1984.5383,   342.70,   342.64,     342.59,   342.53,     342.70,   342.64
1984, 08,   30909, 1984.6230,   343.10,   342.71,     343.00,   342.61,     343.10,   342.71
1984, 09,   30940, 1984.7077,   343.35,   342.81,     343.24,   342.69,     343.35,   342.81
1984, 10,   30970, 1984.7896,   343.36,   342.85,     343.28,   342.77,     343.36,   342.85
1984, 11,   31001, 1984.8743,   343.20,   342.85,     343.21,   342.86,     343.20,   342.85
1984, 12,   31031, 1984.9563,   343.03,   342.87,     343.10,   342.94,     343.03,   342.87
1985, 01,   31062, 1985.0411,   342.88,   342.97,     342.95,   343.04,     342.88,   342.97
1985, 02,   31093, 1985.1260,   342.68,   343.05,     342.78,   343.14,     342.68,   343.05
1985, 03,   31121, 1985.2027,   342.57,   343.08,     342.73,   343.24,     342.57,   343.08
1985, 04,   31152, 1985.2877,   342.61,   343.09,     342.87,   343.35,     342.61,   343.09
1985, 05,   31182, 1985.3699,   342.95,   343.33,     343.09,   343.47,     342.95,   343.33
1985, 06,   31213, 1985.4548,   343.30,   343.53,     343.37,   343.60,     343.30,   343.53
1985, 07,   31243, 1985.5370,   343.78,   343.72,     343.79,   343.73,     343.78,   343.72
1985, 08,   31274, 1985.6219,   344.36,   343.97,     344.25,   343.86,     344.36,   343.97
1985, 09,   31305, 1985.7068,   344.70,   344.16,     344.54,   343.99,     344.70,   344.16
1985, 10,   31335, 1985.7890,   344.78,   344.27,     344.64,   344.12,     344.78,   344.27
1985, 11,   31366, 1985.8740,   344.63,   344.27,     344.61,   344.26,     344.63,   344.27
1985, 12,   31396, 1985.9562,   344.49,   344.34,     344.54,   344.38,     344.49,   344.34
1986, 01,   31427, 1986.0411,   344.47,   344.55,     344.43,   344.51,     344.47,   344.55
1986, 02,   31458, 1986.1260,   344.42,   344.78,     344.28,   344.64,     344.42,   344.78
1986, 03,   31486, 1986.2027,   344.35,   344.86,     344.24,   344.75,     344.35,   344.86
1986, 04,   31517, 1986.2877,   344.48,   344.96,     344.39,   344.87,     344.48,   344.96
1986, 05,   31547, 1986.3699,   344.54,   344.92,     344.61,   344.99,     344.54,   344.92
1986, 06,   31578, 1986.4548,   344.88,   345.11,     344.87,   345.10,     344.88,   345.11
1986, 07,   31608, 1986.5370,   345.40,   345.34,     345.28,   345.22,     345.40,   345.34
1986, 08,   31639, 1986.6219,   345.78,   345.39,     345.73,   345.34,     345.78,   345.39
1986, 09,   31670, 1986.7068,   346.03,   345.48,     346.00,   345.46,     346.03,   345.48
1986, 10,   31700, 1986.7890,   346.01,   345.50,     346.09,   345.58,     346.01,   345.50
1986, 11,   31731, 1986.8740,   346.02,   345.67,     346.06,   345.70,     346.02,   345.67
1986, 12,   31761, 1986.9562,   345.90,   345.74,     345.99,   345.83,     345.90,   345.74
1987, 01,   31792, 1987.0411,   345.72,   345.81,     345.89,   345.97,     345.72,   345.81
1987, 02,   31823, 1987.1260,   345.65,   346.01,     345.76,   346.12,     345.65,   346.01
1987, 03,   31851, 1987.2027,   345.60,   346.11,     345.75,   346.26,     345.60,   346.11
1987, 04,   31882, 1987.2877,   345.97,   346.45,     345.95,   346.43,     345.97,   346.45
1987, 05,   31912, 1987.3699,   346.08,   346.46,     346.21,   346.59,     346.08,   346.46
1987, 06,   31943, 1987.4548,   346.47,   346.70,     346.53,   346.77,     346.47,   346.70
1987, 07,   31973, 1987.5370,   347.05,   346.99,     347.00,   346.94,     347.05,   346.99
1987, 08,   32004, 1987.6219,   347.48,   347.09,     347.51,   347.12,     347.48,   347.09
1987, 09,   32035, 1987.7068,   347.93,   347.38,     347.85,   347.30,     347.93,   347.38
1987, 10,   32065, 1987.7890,   347.95,   347.44,     347.99,   347.48,     347.95,   347.44
1987, 11,   32096, 1987.8740,   348.05,   347.69,     348.01,   347.66,     348.05,   347.69
1987, 12,   32126, 1987.9562,   348.18,   348.03,     347.99,   347.83,     348.18,   348.03
1988, 01,   32157, 1988.0410,   348.15,   348.23,     347.92,   348.01,     348.15,   348.23
1988, 02,   32188, 1988.1257,   347.94,   348.30,     347.81,   348.18,     347.94,   348.30
1988, 03,   32217, 1988.2049,   347.78,   348.30,     347.82,   348.33,     347.78,   348.30
1988, 04,   32248, 1988.2896,   348.11,   348.59,     348.01,   348.49,     348.11,   348.59
1988, 05,   32278, 1988.3716,   348.24,   348.62,     348.26,   348.64,     348.24,   348.62
1988, 06,   32309, 1988.4563,   348.51,   348.73,     348.56,   348.79,     348.51,   348.73
1988, 07,   32339, 1988.5383,   348.99,   348.92,     349.00,   348.93,     348.99,   348.92
1988, 08,   32370, 1988.6230,   349.52,   349.12,     349.47,   349.07,     349.52,   349.12
1988, 09,   32401, 1988.7077,   349.65,   349.10,     349.77,   349.22,     349.65,   349.10
1988, 10,   32431, 1988.7896,   349.80,   349.28,     349.86,   349.35,     349.80,   349.28
1988, 11,   32462, 1988.8743,   349.74,   349.38,     349.84,   349.49,     349.74,   349.38
1988, 12,   32492, 1988.9563,   349.74,   349.58,     349.77,   349.62,     349.74,   349.58
1989, 01,   32523, 1989.0411,   349.73,   349.82,     349.66,   349.75,     349.73,   349.82
1989, 02,   32554, 1989.1260,   349.68,   350.05,     349.51,   349.88,     349.68,   350.05
1989, 03,   32582, 1989.2027,   349.58,   350.10,     349.48,   349.99,     349.58,   350.10
1989, 04,   32613, 1989.2877,   349.66,   350.14,     349.63,   350.11,     349.66,   350.14
1989, 05,   32643, 1989.3699,   349.85,   350.24,     349.84,   350.23,     349.85,   350.24
1989, 06,   32674, 1989.4548,   350.11,   350.35,     350.11,   350.34,     350.11,   350.35
1989, 07,   32704, 1989.5370,   350.53,   350.47,     350.50,   350.44,     350.53,   350.47
1989, 08,   32735, 1989.6219,   351.06,   350.67,     350.94,   350.55,     351.06,   350.67
1989, 09,   32766, 1989.7068,   351.32,   350.77,     351.21,   350.66,     351.32,   350.77
1989, 10,   32796, 1989.7890,   351.23,   350.71,     351.27,   350.76,     351.23,   350.71
1989, 11,   32827, 1989.8740,   351.26,   350.91,     351.22,   350.87,     351.26,   350.91
1989, 12,   32857, 1989.9562,   350.92,   350.77,     351.13,   350.97,     350.92,   350.77
1990, 01,   32888, 1990.0411,   350.72,   350.80,     350.99,   351.08,     350.72,   350.80
1990, 02,   32919, 1990.1260,   350.45,   350.82,     350.83,   351.20,     350.45,   350.82
1990, 03,   32947, 1990.2027,   350.56,   351.08,     350.79,   351.31,     350.56,   351.08
1990, 04,   32978, 1990.2877,   350.83,   351.31,     350.95,   351.43,     350.83,   351.31
1990, 05,   33008, 1990.3699,   351.30,   351.68,     351.17,   351.56,     351.30,   351.68
1990, 06,   33039, 1990.4548,   351.52,   351.75,     351.45,   351.68,     351.52,   351.75
1990, 07,   33069, 1990.5370,   352.01,   351.95,     351.87,   351.81,     352.01,   351.95
1990, 08,   33100, 1990.6219,   352.46,   352.07,     352.32,   351.93,     352.46,   352.07
1990, 09,   33131, 1990.7068,   352.69,   352.13,     352.61,   352.05,     352.69,   352.13
1990, 10,   33161, 1990.7890,   352.50,   351.98,     352.69,   352.17,     352.50,   351.98
1990, 11,   33192, 1990.8740,   352.76,   352.40,     352.64,   352.29,     352.76,   352.40
1990, 12,   33222, 1990.9562,   352.56,   352.41,     352.56,   352.40,     352.56,   352.41
1991, 01,   33253, 1991.0411,      NaN,      NaN,     352.42,   352.51,     352.42,   352.51
1991, 02,   33284, 1991.1260,   352.23,   352.60,     352.26,   352.62,     352.23,   352.60
1991, 03,   33312, 1991.2027,   352.20,   352.72,     352.20,   352.72,     352.20,   352.72
1991, 04,   33343, 1991.2877,   352.38,   352.86,     352.34,   352.83,     352.38,   352.86
1991, 05,   33373, 1991.3699,   352.47,   352.85,     352.54,   352.92,     352.47,   352.85
1991, 06,   33404, 1991.4548,   352.90,   353.14,     352.79,   353.02,     352.90,   353.14
1991, 07,   33434, 1991.5370,   353.34,   353.28,     353.18,   353.12,     353.34,   353.28
1991, 08,   33465, 1991.6219,   353.61,   353.22,     353.61,   353.21,     353.61,   353.22
1991, 09,   33496, 1991.7068,   354.02,   353.47,     353.86,   353.31,     354.02,   353.47
1991, 10,   33526, 1991.7890,   353.82,   353.30,     353.91,   353.39,     353.82,   353.30
1991, 11,   33557, 1991.8740,   353.88,   353.52,     353.84,   353.49,     353.88,   353.52
1991, 12,   33587, 1991.9562,   353.71,   353.56,     353.73,   353.57,     353.71,   353.56
1992, 01,   33618, 1992.0410,   353.51,   353.60,     353.58,   353.67,     353.51,   353.60
1992, 02,   33649, 1992.1257,   353.37,   353.73,     353.40,   353.76,     353.37,   353.73
1992, 03,   33678, 1992.2049,   352.96,   353.48,     353.33,   353.85,     352.96,   353.48
1992, 04,   33709, 1992.2896,   353.16,   353.64,     353.47,   353.95,     353.16,   353.64
1992, 05,   33739, 1992.3716,   353.67,   354.06,     353.67,   354.05,     353.67,   354.06
1992, 06,   33770, 1992.4563,   353.94,   354.17,     353.92,   354.15,     353.94,   354.17
1992, 07,   33800, 1992.5383,   354.54,   354.48,     354.31,   354.24,     354.54,   354.48
1992, 08,   33831, 1992.6230,   354.88,   354.48,     354.74,   354.34,     354.88,   354.48
1992, 09,   33862, 1992.7077,   355.18,   354.63,     354.98,   354.43,     355.18,   354.63
1992, 10,   33892, 1992.7896,   355.29,   354.77,     355.02,   354.50,     355.29,   354.77
1992, 11,   33923, 1992.8743,   355.03,   354.68,     354.94,   354.58,     355.03,   354.68
1992, 12,   33953, 1992.9563,   354.81,   354.65,     354.81,   354.65,     354.81,   354.65
1993, 01,   33984, 1993.0411,   354.66,   354.75,     354.63,   354.72,     354.66,   354.75
1993, 02,   34015, 1993.1260,   354.45,   354.81,     354.42,   354.79,     354.45,   354.81
1993, 03,   34043, 1993.2027,   354.17,   354.69,     354.33,   354.85,     354.17,   354.69
1993, 04,   34074, 1993.2877,   354.37,   354.86,     354.43,   354.92,     354.37,   354.86
1993, 05,   34104, 1993.3699,   354.44,   354.83,     354.60,   354.99,     354.44,   354.83
1993, 06,   34135, 1993.4548,   354.79,   355.03,     354.83,   355.06,     354.79,   355.03
1993, 07,   34165, 1993.5370,   355.15,   355.09,     355.20,   355.14,     355.15,   355.09
1993, 08,   34196, 1993.6219,   355.65,   355.25,     355.62,   355.22,     355.65,   355.25
1993, 09,   34227, 1993.7068,   355.98,   355.43,     355.87,   355.31,     355.98,   355.43
1993, 10,   34257, 1993.7890,   355.99,   355.47,     355.92,   355.40,     355.99,   355.47
1993, 11,   34288, 1993.8740,   355.92,   355.57,     355.86,   355.50,     355.92,   355.57
1993, 12,   34318, 1993.9562,   355.64,   355.49,     355.76,   355.60,     355.64,   355.49
1994, 01,   34349, 1994.0411,   355.45,   355.54,     355.62,   355.71,     355.45,   355.54
1994, 02,   34380, 1994.1260,   355.42,   355.79,     355.46,   355.83,     355.42,   355.79
1994, 03,   34408, 1994.2027,   355.47,   355.99,     355.43,   355.95,     355.47,   355.99
1994, 04,   34439, 1994.2877,   355.61,   356.10,     355.59,   356.08,     355.61,   356.10
1994, 05,   34469, 1994.3699,   355.66,   356.05,     355.83,   356.22,     355.66,   356.05
1994, 06,   34500, 1994.4548,   355.96,   356.20,     356.13,   356.37,     355.96,   356.20
1994, 07,   34530, 1994.5370,   356.44,   356.37,     356.58,   356.52,     356.44,   356.37
1994, 08,   34561, 1994.6219,   357.09,   356.69,     357.07,   356.68,     357.09,   356.69
1994, 09,   34592, 1994.7068,   357.58,   357.02,     357.40,   356.84,     357.58,   357.02
1994, 10,   34622, 1994.7890,   357.49,   356.97,     357.52,   357.00,     357.49,   356.97
1994, 11,   34653, 1994.8740,   357.68,   357.32,     357.52,   357.17,     357.68,   357.32
1994, 12,   34683, 1994.9562,   357.49,   357.34,     357.48,   357.33,     357.49,   357.34
1995, 01,   34714, 1995.0411,   357.43,   357.52,     357.40,   357.49,     357.43,   357.52
1995, 02,   34745, 1995.1260,   357.35,   357.72,     357.28,   357.65,     357.35,   357.72
1995, 03,   34773, 1995.2027,   357.35,   357.87,     357.28,   357.80,     357.35,   357.87
1995, 04,   34804, 1995.2877,   357.63,   358.12,     357.47,   357.96,     357.63,   358.12
1995, 05,   34834, 1995.3699,   357.81,   358.20,     357.72,   358.11,     357.81,   358.20
1995, 06,   34865, 1995.4548,   357.95,   358.18,     358.04,   358.27,     357.95,   358.18
1995, 07,   34895, 1995.5370,   358.34,   358.27,     358.48,   358.42,     358.34,   358.27
1995, 08,   34926, 1995.6219,   358.75,   358.35,     358.98,   358.58,     358.75,   358.35
1995, 09,   34957, 1995.7068,   359.14,   358.58,     359.29,   358.74,     359.14,   358.58
1995, 10,   34987, 1995.7890,   359.26,   358.74,     359.41,   358.89,     359.26,   358.74
1995, 11,   35018, 1995.8740,   359.41,   359.05,     359.40,   359.04,     359.41,   359.05
1995, 12,   35048, 1995.9562,   359.46,   359.31,     359.35,   359.19,     359.46,   359.31
1996, 01,   35079, 1996.0410,   359.35,   359.44,     359.24,   359.33,     359.35,   359.44
1996, 02,   35110, 1996.1257,   359.34,   359.71,     359.10,   359.47,     359.34,   359.71
1996, 03,   35139, 1996.2049,   359.26,   359.79,     359.07,   359.59,     359.26,   359.79
1996, 04,   35170, 1996.2896,   359.37,   359.86,     359.22,   359.71,     359.37,   359.86
1996, 05,   35200, 1996.3716,   359.44,   359.82,     359.43,   359.82,     359.44,   359.82
1996, 06,   35231, 1996.4563,   359.72,   359.95,     359.70,   359.93,     359.72,   359.95
1996, 07,   35261, 1996.5383,   360.17,   360.10,     360.09,   360.03,     360.17,   360.10
1996, 08,   35292, 1996.6230,   360.53,   360.13,     360.53,   360.13,     360.53,   360.13
1996, 09,   35323, 1996.7077,   360.71,   360.15,     360.78,   360.22,     360.71,   360.15
1996, 10,   35353, 1996.7896,   360.72,   360.20,     360.83,   360.31,     360.72,   360.20
1996, 11,   35384, 1996.8743,   360.75,   360.39,     360.77,   360.41,     360.75,   360.39
1996, 12,   35414, 1996.9563,   360.71,   360.55,     360.66,   360.50,     360.71,   360.55
1997, 01,   35445, 1997.0411,   360.55,   360.64,     360.51,   360.60,     360.55,   360.64
1997, 02,   35476, 1997.1260,   360.48,   360.85,     360.33,   360.70,     360.48,   360.85
1997, 03,   35504, 1997.2027,   360.34,   360.86,     360.27,   360.80,     360.34,   360.86
1997, 04,   35535, 1997.2877,   360.51,   361.00,     360.42,   360.91,     360.51,   361.00
1997, 05,   35565, 1997.3699,   360.61,   361.00,     360.63,   361.02,     360.61,   361.00
1997, 06,   35596, 1997.4548,   360.93,   361.17,     360.92,   361.15,     360.93,   361.17
1997, 07,   35626, 1997.5370,   361.28,   361.22,     361.35,   361.29,     361.28,   361.22
1997, 08,   35657, 1997.6219,   361.56,   361.16,     361.84,   361.44,     361.56,   361.16
1997, 09,   35688, 1997.7068,   361.97,   361.41,     362.17,   361.61,     361.97,   361.41
1997, 10,   35718, 1997.7890,   362.03,   361.51,     362.31,   361.79,     362.03,   361.51
1997, 11,   35749, 1997.8740,   362.14,   361.78,     362.35,   361.99,     362.14,   361.78
1997, 12,   35779, 1997.9562,   362.17,   362.01,     362.36,   362.20,     362.17,   362.01
1998, 01,   35810, 1998.0411,   362.12,   362.21,     362.34,   362.43,     362.12,   362.21
1998, 02,   35841, 1998.1260,   362.32,   362.70,     362.30,   362.67,     362.32,   362.70
1998, 03,   35869, 1998.2027,   362.43,   362.95,     362.36,   362.89,     362.43,   362.95
1998, 04,   35900, 1998.2877,   362.70,   363.19,     362.64,   363.13,     362.70,   363.19
1998, 05,   35930, 1998.3699,   363.02,   363.42,     362.98,   363.37,     363.02,   363.42
1998, 06,   35961, 1998.4548,   363.58,   363.81,     363.37,   363.61,     363.58,   363.81
1998, 07,   35991, 1998.5370,   364.08,   364.02,     363.89,   363.83,     364.08,   364.02
1998, 08,   36022, 1998.6219,   364.59,   364.20,     364.45,   364.05,     364.59,   364.20
